F3,FC5,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,AF3
-24.979531680000036,39.09939413751272,13.150483050660569,31.18552480517792,8.157851649898475,-4.801047978528004,-21.359096121370385,-6.138857052487765,-25.77533976984887,-125.24643851543169,-166.4941869946192,-29.225478954975188,-30.099885378476756,-92.7509415381719
-34.334370390000004,30.06713607751226,8.63435402066034,21.18552480517792,2.351400029899196,-4.478467328528495,-19.101031601370778,19.99017520751204,-40.61404944984861,-98.14966431543235,-180.68773538461937,-17.28999508497509,-5.583756348476527,-55.00900605817242
5.020468319999964,22.64778123751239,-0.3979040493395587,41.18552480517792,7.512690359899352,-0.6074995885282988,-9.101031601370778,-29.36466350248793,-14.16243654984828,-107.82708367543182,-175.84902570461918,-35.6770918649745,37.964630751523146,-90.81545766817271
-35.62469298000087,49.09939413751272,38.63435402066034,52.15326674517746,11.06107744989913,-7.381693138528135,-20.391354181370843,20.63533649751207,-45.77533976984887,-104.27869657543215,-183.59096119461947,-30.515801534975253,-9.777304728477247,-45.331586708171926
-9.49566072000016,35.551007037513045,46.69887015066024,34.08875061517756,9.448174229898541,-3.1881447485284298,4.447355498629804,25.796626817512333,-15.452759129848346,-84.60127722543166,-173.91354183461908,-16.967414444974565,-6.551498278477084,-48.879973798172614
-24.334370390000004,8.776813497513103,2.1827411206604665,-6.878991324821982,-8.61634190010136,-6.0913705585280695,-16.520386441370647,-51.62272801248764,-58.355984939848895,-131.69805141543202,-214.2361224846195,-17.28999508497509,-31.712788598476436,-73.71868347817235
-29.49566072000016,31.034878007512816,36.37628950066073,30.862944165177396,-0.8744064201009678,-14.801047978528004,-18.778450961370254,-19.04208285248842,-9.646307519848051,-109.76256754543192,-167.4619289346192,-36.32225315497453,-19.777304728477247,-75.97674799817196
-0.7859833000002254,12.002619947512358,-15.881775009339435,7.314557065177723,12.673980679898705,-12.220402818527873,-6.520386441370647,-40.654986082487994,-69.00114622984802,-121.3754707754315,-191.97805796461944,-42.12870476497483,33.448501721522916,-60.17029637817268
-2.076305880000291,15.551007037513045,14.11822499066011,18.282299005177265,1.0610774498991304,-9.317177008528233,-23.617160631371007,-16.138857052487765,-35.77533976984887,-129.76256754543192,-191.97805796461944,-12.77386605497486,-17.519240218476625,-103.07352218817232
-17.56017685000006,15.228426397512521,50.24725725066082,7.959718355177756,1.3836580998986392,-2.220402818527873,-11.036515471370876,7.086949397511489,2.2891763501511377,-108.47224496543186,-178.75225151461927,-42.12870476497483,30.867856561522785,-95.97674799817196
-30.140822010000193,-9.287702632487708,-2.655968559339726,18.60487964517779,-9.906664480101426,-10.284918948527775,-27.810709021370712,-38.719502212487896,-76.09792041984838,-113.63353528543212,-192.62321925461947,-28.25773702497463,-42.68053053847689,-103.39610282817193
3.40756508999948,-1.5457671524873149,18.956934660659954,15.056492545178116,-13.13247093010068,-14.155886688527971,-20.391354181370843,-19.687244142488453,-52.22695267984818,-98.47224496543186,-194.88128377461908,-12.128704764974827,-38.16440150847666,-59.847715738172155
1.1495005699998728,31.68003929751285,-16.2043556593394,-13.975765514822342,2.028819389898672,1.3279842814717995,-7.488128381370188,-7.106598982488322,-72.5495333198487,-101.05289012543199,-192.62321925461947,-11.80612411497441,-6.551498278477084,-85.00900605817242
8.568855409999742,5.551007037513045,-13.623710499339722,15.056492545178116,1.0610774498991304,-1.8978221685283643,-25.552644501370196,-42.59046995248809,-61.58179138984815,-122.98837399543208,-166.81676764461918,-16.322253154974533,-9.777304728477247,-69.84771573817216
-14.01178975000039,21.357458657512325,5.085966920660212,16.024234485177658,0.4159161598990977,-10.930080238527808,-2.0042574113704177,-11.622728012487642,-37.065662349848026,-96.21418044543225,-176.17160635461914,-39.22547895497519,33.12592107152341,-102.7509415381719
-12.076305880000291,1.0348780075128161,-10.075323399339595,21.50810545517743,-2.1647290001010333,-8.349435078527677,-16.842967091371065,-39.36466350248793,-58.03340428984848,-119.11740625543189,-146.81676764461918,-19.87064024497522,-16.551498278477084,-82.7509415381719
-33.68920910000088,36.51874897751259,45.408547570660176,32.15326674517746,3.6417226098992614,-1.5752415285278403,-15.230063861370581,-5.493695762487732,-9.968888159848575,-97.18192238543179,-134.55870312461911,-47.6125757349746,-28.486982148477182,-64.36384476817238
-2.076305880000291,31.034878007512816,12.827902410660045,24.08875061517756,1.7062387398991632,-4.155886688527971,-4.26232192137104,-44.52595382248819,-56.09792041984838,-100.40772883543195,-169.07483216461924,-50.19322089497473,37.964630751523146,-92.42836089817229
6.633371539999644,26.518748977512587,19.924676600660405,14.733911905177592,-10.874406420100968,-13.18814474852843,-32.00425741137042,-24.52595382248819,-47.065662349848026,-105.24643851543169,-165.5264450646191,-8.257737024974631,-19.454724088476723,-88.23481250817258
-19.49566072000016,22.002619947512358,31.860160470660503,5.70165383517724,2.028819389898672,-5.768789908527651,-9.423612251370287,12.893401017511678,-14.16243654984828,-120.73030948543237,-124.88128377461908,-30.838382184974762,33.12592107152341,-79.52513508817265
-26.269854270000906,-6.061896182487544,13.473063700660077,7.637137715178142,-2.1647290001010333,-9.639757658527742,-19.423612251370287,-41.94530866248806,-71.90437202984867,-117.50450302543231,-156.4941869946192,-26.322253154974533,-13.648272478476429,-102.42836089817229
-0.14082201000019268,25.551007037513045,-1.0430653393395914,25.379073195177625,-4.42279352010155,-14.155886688527971,-21.036515471370876,-10.977566722487609,-26.09792041984838,-99.4399868954315,-159.71999345461927,-11.160962824974376,-42.68053053847689,-93.39610282817193
-2.076305880000291,35.551007037513045,2.505321760660536,-13.653184874822728,10.415916159899098,-4.155886688527971,4.124774848629386,-18.074340922487863,-22.226952679848182,-123.3109546454316,-120.04257409461934,-42.12870476497483,-9.132143438477215,-75.33158670817193
11.472081219999382,54.58326510751249,24.440805630660634,4.733911905177592,4.609464549898803,-13.18814474852843,-16.520386441370647,4.506304237512268,-40.93663009984812,-132.66579335543156,-119.71999345461973,-45.35451121497499,-9.777304728477247,-61.460618958172745
-16.269854270000906,46.84132961751311,31.53757983065998,-7.201571964822506,3.3191419698987374,-14.155886688527971,-11.359096121370385,21.925659077512137,-22.226952679848182,-116.21418044543225,-124.2361224846195,-23.7416079949744,34.73882430152298,-60.49287702817219
-8.205338140000094,-1.8683478024877331,-24.268871789339755,-0.10479777482214558,0.4159161598990977,-9.317177008528233,-22.971999341370974,-34.8485344724877,-45.452759129848346,-105.24643851543169,-170.04257409461934,-11.483543474974795,0.5452759115232766,-100.81545766817271
12.117242509999414,30.389716717512783,34.440805630660634,6.991976425178109,-0.5518257701014591,-13.18814474852843,-21.036515471370876,12.248239727511645,-2.8721139698482148,-129.1174062554319,-139.71999345461927,-35.999672504975024,-30.74504666847679,-57.91223186817206
1.1495005699998728,32.970361877512914,21.53757983065998,-14.943507454821884,0.4159161598990977,-8.99459636852771,-7.16554773137068,2.5708203675121695,-28.355984939848895,-117.50450302543231,-106.17160635461914,-28.25773702497463,9.57753398152272,-32.10578024817278
-34.979531680000036,20.06713607751226,7.344031440660274,15.379073195177625,-8.293761260100837,-9.639757658527742,-28.13328967137022,-0.9775667224876088,-25.77533976984887,-98.79482560543147,-133.91354183461908,-9.87064024497522,-8.164401508476658,-72.10578024817278
-15.624692980000873,30.389716717512783,40.892418540660856,-4.29834616482276,2.6739806798987047,-7.0591124985285205,-1.0365154713708762,23.53856230751171,-12.226952679848182,-114.92385786543218,-127.46192893461921,-27.28999508497509,16.996888811522695,-25.331586708171926
-6.59243491000052,23.938103817512456,10.892418540660856,-10.749959064822178,6.544948419898901,-7.381693138528135,-7.810709021370712,-10.009824792487962,-34.16243654984828,-131.69805141543202,-106.81676764461918,-42.77386605497486,-0.7450466684767889,-43.396102828171934
11.149500569999873,41.034878007512816,39.27951531066037,24.411331255178084,-3.455051580101099,-12.865564108527906,-21.68167676137091,-17.106598982488322,-14.485017189848804,-120.40772883543195,-122.94579990461943,-28.902898314974664,5.706566231523539,-57.58965121817255
5.665629609999996,14.583265107512489,0.5698378906604376,-13.975765514822342,-8.293761260100837,-7.704273788528553,-4.907483211370163,-5.816276402488256,-22.872113969848215,-116.85934173543228,-105.84902570461963,-20.838382184974762,5.383985591523015,-50.81545766817271
-32.398886520000815,17.809071557512652,5.40854757066063,-8.81447519482208,-8.293761260100837,-8.99459636852771,-22.32683805137094,-10.977566722487609,-42.872113969848215,-132.66579335543156,-114.23612248461905,-34.70934992497496,6.351727521523571,-48.55739315817209
-23.366628460000356,49.09939413751272,12.505321760660536,38.282299005177265,8.803012939898508,-1.5752415285278403,-2.9719993413709744,1.9256590775121367,-13.194694609848739,-90.73030948543237,-89.39741280461931,1.0971016850253363,28.932372691523597,-33.07352218817232
-6.915015560000029,6.518748977512587,-1.6882266293396242,21.50810545517743,-3.1324709301006806,-2.8655641085279058,-12.326838051370942,-7.4291796324878305,-35.452759129848346,-132.98837399543208,-110.04257409461934,-44.064188634974926,15.061404941523506,-62.7509415381719
11.472081219999382,2.3252005875128816,-2.0108072693396934,16.346815125177272,-18.61634190010136,-22.865564108527906,-31.68167676137091,-6.461437692488289,-38.67856557984851,-141.69805141543202,-110.36515474461885,-52.12870476497483,3.4485017215229163,-50.81545766817271
6.633371539999644,11.034878007512816,-13.623710499339722,17.63713771517814,2.351400029899196,-17.05911249852852,-6.520386441370647,-21.94530866248806,-41.58179138984815,-135.2464385154317,-112.94579990461898,-27.935156374975122,8.609792041523178,-50.49287702817219
-29.17308007000065,23.615523167512947,-8.462420169339566,-12.362862284821858,7.512690359899352,-6.413951198527684,-15.230063861370581,-17.751760272488355,-8.67856557984851,-106.21418044543225,-111.01031603461888,-33.7416079949744,4.738824301522982,-54.6864254181728
-23.044047810000848,30.389716717512783,27.666612080660798,33.76616996517805,10.738496809898606,-7.0591124985285205,-1.681676761370909,-20.00982479248796,-20.614049449848608,-113.3109546454316,-107.78450957461882,-2.1287047649748274,13.77108236152344,-63.396102828171934
4.697887669999545,-7.35221876248761,24.11822499066011,-8.491894544822571,12.673980679898705,-11.57524152852784,-8.455870311370745,-22.267889312488478,-39.968888159848575,-93.3109546454316,-121.97805796461944,-42.77386605497486,22.803340431522884,-68.23481250817258
13.084984439999971,10.712297367512292,7.021450790660765,-6.233830034821949,6.222367769898483,-9.639757658527742,-20.391354181370843,0.6353364975120712,-18.67856557984851,-95.56901915543222,-138.10709022461924,-39.87064024497522,0.8678565615227853,-33.396102828171934
-7.560176850000062,1.3574586575123249,-8.139839529339497,3.121008675178018,-5.713116100100706,-2.542983458528397,-3.294579991370483,-22.91305060248851,-30.936630099848117,-139.4399868954315,-147.78450957461928,-20.19322089497473,5.706566231523539,-53.71868347817235
-34.01178975000039,34.58326510751249,14.11822499066011,-8.491894544822571,-16.680858030101263,-15.123628618528528,-29.74619289137081,-52.26788931248848,-78.03340428984848,-134.60127722543166,-160.04257409461934,-8.257737024974631,-38.80956279847669,-88.87997379817261
-20.463402650000717,0.7122973675122921,8.63435402066034,12.798428035177494,8.157851649898475,-11.252660878528332,-16.197805801371032,0.3127558575115472,-35.452759129848346,-98.47224496543186,-149.3974128046193,-26.967414444974565,7.319469461523113,-35.65416734817245
2.1172425099994143,31.68003929751285,18.31177337066083,-17.524152614822015,11.06107744989913,0.360242341472258,-9.74619289137081,-38.39692156248839,-24.807597839848313,-107.82708367543182,-110.68773538461937,-38.580317664975155,22.803340431522884,-68.55739315817209
1.7946618599999056,9.421974787513136,-5.2366137193394025,-22.040281644822244,-7.326019320101295,-9.639757658527742,-21.359096121370385,-13.235631242488125,-14.485017189848804,-107.82708367543182,-138.10709022461924,-37.93515637497512,0.8678565615227853,-30.17029637817268
-9.173080070000651,7.486490907512234,-8.139839529339497,16.99197642517811,4.609464549898803,-10.607499588528299,-4.584902571370549,-11.94530866248806,-22.226952679848182,-96.85934173543228,-150.3651547446193,-21.483543474974795,7.964630751523146,-46.29932863817248
-29.49566072000016,-5.416734892487511,-21.688226629339624,25.379073195177625,3.96430325989877,-12.220402818527873,-22.64941870137045,-31.62272801248764,-38.03340428984848,-128.79482560543147,-129.3974128046193,-50.19322089497473,-42.68053053847689,-70.81545766817271
-28.850499430000127,20.06713607751226,30.247257250660823,26.66939577517769,2.351400029899196,-7.381693138528135,-4.907483211370163,1.280497787512104,-19.00114622984802,-140.08514819543234,-113.91354183461954,-17.935156374975122,0.8678565615227853,-47.58965121817255
-2.398886520000815,-8.642541342487675,-22.655968559339726,12.475847385177985,2.351400029899196,-5.446209268528037,-10.391354181370843,-51.94530866248806,-27.388242999848444,-110.73030948543237,-123.59096119461947,-36.64483379497506,36.35172752152357,-57.267070578172024
4.697887669999545,4.26068445751298,-1.3656459793396607,17.959718355177756,1.3836580998986392,-13.18814474852843,-34.58490257137055,-20.97756672248761,-36.74308170984841,-122.34321270543205,-122.94579990461943,-39.87064024497522,-5.261175698477018,-51.783199608172254
-2.076305880000291,22.970361877512914,15.408547570660176,-5.588668744821916,9.770754869899065,-5.446209268528037,-2.3268380513709417,-6.461437692488289,-26.420501059847993,-99.76256754543192,-128.4296708646193,-15.031930574974467,3.4485017215229163,-73.39610282817193
-19.17308007000065,18.131652197512267,6.376289500660732,-3.975765514822342,2.028819389898672,-7.704273788528553,-16.197805801371032,-35.49369576248773,-33.19469460984874,-113.95611593543163,-118.10709022461924,-33.7416079949744,-25.261175698477018,-64.04126412817277
-25.624692980000873,21.68003929751285,56.05370886066021,17.63713771517814,-2.809890290101066,-8.99459636852771,-13.939741281370516,5.796626817512333,-22.549533319848706,-120.40772883543195,-111.65547732461891,4.000327495024976,3.1259210715234076,-5.65416734817245
3.40756508999948,-6.061896182487544,4.440805630660179,16.024234485177658,-5.713116100100706,-3.1881447485284298,-8.133289671370221,-30.332405432488486,-1.2592107398486405,-139.4399868954315,-133.59096119461947,-22.451285414975246,34.41624365152347,-27.912231868172057
5.665629609999996,12.002619947512358,23.473063700660077,-10.42737841482267,-6.680858030101263,-17.381693138528135,-27.48812838137019,-19.36466350248793,-41.25921073984864,-142.34321270543205,-130.3651547446193,-40.83838218497476,-11.067627308476403,-73.07352218817232
-6.915015560000029,2.3252005875128816,29.279515310660372,-12.362862284821858,4.609464549898803,-19.962338298528266,-10.713934831370352,-39.68724414248845,-36.09792041984838,-115.24643851543169,-114.88128377461908,-23.09644670497528,5.383985591523015,-67.26707057817202
-15.302112330000455,32.00261994751236,-16.84951694933943,6.991976425178109,2.351400029899196,-13.18814474852843,-27.810709021370712,-22.590469952488093,-34.16243654984828,-113.63353528543212,-118.75225151461927,-10.19322089497473,-19.454724088476723,-56.62190928817199
-27.56017685000006,16.84132961751311,26.05370886066021,-2.6854429348222766,8.157851649898475,-9.639757658527742,-16.842967091371065,-12.590469952488093,-40.291468809848084,-130.40772883543195,-91.3328966746194,-18.580317664975155,-6.874078928476592,-38.55739315817209
3.7301457299990943,6.841329617513111,11.537579830659979,-3.6531848748227276,6.544948419898901,-12.220402818527873,-8.133289671370221,-5.1711151124882235,-16.74308170984841,-89.76256754543192,-121.97805796461944,2.387424265025402,-4.938595058476494,-42.7509415381719
-34.01178975000039,17.486490907512234,54.76338628066014,2.1532667451774614,-7.326019320101295,-13.18814474852843,-26.842967091371065,-26.46143769248829,0.031111840151424985,-94.27869657543215,-44.55870312461957,16.580972655025107,0.5452759115232766,-5.976747998171959
0.18175863999931607,19.421974787513136,14.440805630660634,16.346815125177272,3.6417226098992614,-1.2526608785283315,4.124774848629386,22.57082036751217,-1.9043720298486733,-32.34321270543205,-50.68773538461937,6.580972655025107,7.642050101522727,23.055510071827484
-8.205338140000094,1.3574586575123249,10.247257250660823,-22.36286228482186,-1.8421483501015246,-9.317177008528233,-8.778450961370254,15.1514655275123,21.32143442015149,-70.73030948543237,-26.816767644619176,1.742262975025369,-10.745046668476789,17.571639101827714
-14.656951040000422,28.776813497513103,52.18274112066001,8.282299005177265,-5.713116100100706,-12.220402818527873,-9.423612251370287,16.119207467511842,66.80530539015126,-30.407728835431953,36.40903880538099,56.90355329502472,0.5452759115232766,69.50712297182781
21.149500569999873,2.3252005875128816,13.473063700660077,-16.878991324821982,6.222367769898483,0.360242341472258,4.769936138629419,28.05469133751194,24.869821520151163,19.26969051456763,38.02194203538056,18.516456525025205,20.867856561522785,76.60389717182807
-26.59243491000052,34.58326510751249,-20.720484689339628,-9.782217124822637,4.609464549898803,-5.123628618528528,-10.391354181370843,10.312755857511547,43.90207958015162,33.46323890456824,15.118716225380922,28.19387588502559,-39.132143438477215,91.76518749182742
7.278532829999676,24.905845747513013,-19.75274274933963,-9.459636484822113,11.06107744989913,6.81185525147157,16.382839368628993,45.1514655275123,64.86982152015116,29.26969051456763,63.183232355380824,75.93581136502507,12.803340431522884,101.12002620182739
6.955952189999152,-0.2554445724872494,-50.39790404933956,-51.717700994822735,8.157851649898475,12.94088750147148,1.8667103286297788,0.3127558575115472,55.514982810151196,21.20517439456853,11.247748485380725,49.16161781502524,19.900114621523244,42.08776813182794
-20.463402650000717,8.454232847512685,-48.78500081933953,-23.00802357482189,7.190109709898934,2.618306861471865,0.8989683986292221,41.92565907751214,76.48272474015175,54.108400194568276,32.21549042538118,68.19387588502559,10.222695271522753,54.99099394182758
10.50433927999984,-16.384476832487053,-74.26887178933976,-42.68544293482228,7.190109709898934,9.715081051472225,18.640903878629615,29.02243327751239,44.547240870151654,42.81807761456821,26.731619455380496,65.61323071502557,23.125921071523408,43.055510071827484
-27.237596200000553,-8.642541342487675,-78.78500081933953,-6.556410674822473,-2.1647290001010333,10.037661701471734,3.157032908628935,24.183723597511744,77.4504666801513,34.430980844567785,11.570329135381144,55.29065007502504,-30.42246601847728,62.732929421827976
3.40756508999948,-11.545767152487315,-77.49467823933946,6.346815125177272,7.512690359899352,13.586048801472316,23.479613558629353,61.60307843751161,108.74078926015136,21.850335684567654,17.699361385381053,78.5164565250252,15.383985591523015,60.79744555182788
4.052726379999513,1.0348780075128161,-101.36564597933966,-50.42737841482267,5.254625839898836,12.618306861471865,6.060258718629484,61.60307843751161,66.48272474015175,34.430980844567785,15.118716225380922,47.87129523502517,8.287211401523564,22.41034878182745
-21.10856394000075,-21.223186502486897,-110.72048468933963,-5.588668744821916,6.867529069899319,4.876371381471472,6.705420008629517,59.02243327751239,103.579498940152,18.30194858456798,56.731619455380496,88.19387588502559,-11.067627308476403,55.3135745818272
25.020468319999964,-23.803831672486922,-76.2043556593394,-10.42737841482267,14.609464549898803,18.102177831471636,27.995742588629582,44.82888488751178,97.4504666801513,27.011626004567916,45.11871622538092,87.22613394502514,26.996888811522695,58.86196168182778
-5.302112330000455,-17.029638122487086,-87.49467823933946,-5.266088094822408,5.254625839898836,23.263468151471898,8.640903878629615,51.60307843751161,75.5149828101512,38.624529224568505,24.150974295380365,50.451940395025304,-33.003111188477305,47.89421975182722
12.439823149999938,-21.868347802487733,-100.0753233993396,-11.072539704822702,6.867529069899319,17.779597181472127,27.995742588629582,66.11920746751184,105.19240216015169,53.14065826456772,49.63484525538115,71.74226297502537,4.093663011522949,50.79744555182788
11.472081219999382,-7.674799412487118,-148.78500081933953,-12.362862284821858,-1.8421483501015246,5.521532671471505,14.447355498629804,16.764368757511875,83.90207958015162,23.463238904568243,18.02194203538056,36.2583920050256,19.900114621523244,36.603897171828066
-9.818241360000684,-22.513509092487766,-114.26887178933976,-6.233830034821949,-2.1647290001010333,2.2957262114714467,7.028000658629026,59.345013917512006,54.86982152015116,54.75356148456831,25.763877515380955,49.80677910502527,-6.22891763847656,53.055510071827484
38.56885540999974,-26.384476832487053,-110.39790404933956,-12.040281644822244,8.157851649898475,13.90862944147193,22.51187161862981,16.119207467511842,92.28917635015114,65.39872277456834,9.634845255381151,50.451940395025304,34.73882430152298,51.44260684182791
-4.334370390000004,-27.35221876248761,-109.75274274933963,-23.33060422482231,-1.5195677101010006,13.586048801472316,-1.359096121370385,58.05469133751194,51.32143442015149,43.78581955456775,12.215490425381176,34.96806942502553,-24.29343376847646,51.76518749182742
7.923694119999709,-20.25544457248725,-81.04306533933959,-19.782217124822637,4.932045189899327,16.81185525147157,18.963484528629124,64.18372359751174,79.06336990015188,25.076142134567817,30.280006545380274,64.96806942502553,3.1259210715234076,69.82970362182732
20.82691992999935,-5.73931554248702,-117.81725887933953,-20.74995906482218,4.609464549898803,11.650564921472323,11.866710328629779,29.345013917512006,61.32143442015149,44.75356148456831,21.247748485380725,22.387424265025402,21.19043720152331,3.0555100718274844
-14.334370390000004,-27.029638122487086,-53.30112984933976,-25.588668744821916,-1.5195677101010006,4.876371381471472,4.447355498629804,58.37727198751236,89.06336990015188,66.04388406456837,26.086458165380463,32.71000491502491,-27.196659568477116,46.28131652182765
17.92369411999971,-26.707057472487577,-64.91403307933979,-18.169313904822047,5.254625839898836,12.94088750147148,26.060258718629484,34.183723597511744,51.32143442015149,28.624529224568505,18.02194203538056,40.12935975502478,25.061404941523506,20.797445551827877
-15.947273620000487,-41.2231865024869,-82.0108072693397,-30.74995906482218,-6.358277390100739,4.553790731471963,5.415097428629451,22.248239727511645,50.99885377015198,55.72130342456785,50.60258719538069,61.097101685025336,-21.39020795847682,14.34583265182755
2.4398231499999383,-30.578025212486864,-86.84951694933943,-26.878991324821982,-5.713116100100706,7.457016541471603,21.86671032862978,53.2159816575122,56.16014410015123,48.30194858456798,52.21549042538118,42.71000491502491,-3.0031111884773054,59.50712297182781
22.43982314999994,-31.868347802487733,-59.43016210933956,-46.55641067482247,-1.8421483501015246,14.876371381471472,17.028000658629026,21.925659077512137,59.06336990015188,32.17291632456818,24.796135585380398,21.097101685025336,37.31946946152311,14.34583265182755
-15.947273620000487,-5.416734892487511,-61.04306533933959,19.57262158517733,1.7062387398991632,6.81185525147157,9.93122645862968,71.2804977875121,100.03111184015142,41.527755034568145,81.24774848538073,27.22613394502514,-11.712788598476436,23.055510071827484
15.020468319999964,-31.868347802487733,-67.49467823933946,6.024234485177658,10.738496809898606,12.618306861471865,24.76993613862942,48.69985262751197,56.16014410015123,44.75356148456831,55.44129687538043,34.96806942502553,22.480759781523375,56.603897171828066
-6.59243491000052,-0.5780252124868639,-42.97854920933969,-27.84673325482254,1.0610774498991304,12.94088750147148,-0.39135418137084343,60.31275585751155,45.514982810151196,63.78581955456775,20.280006545380274,11.419682335024845,-25.261175698477018,8.216800391827746
2.1172425099994143,-37.67479941248712,-72.33338791933966,-13.008023574821891,-3.1324709301006806,6.81185525147157,15.415097428629451,28.05469133751194,41.96659571015152,43.14065826456772,86.08645816538046,36.2583920050256,34.09366301152295,28.216800391827746
-1.4311445900002582,-44.448992962486955,-75.2366137193394,-24.29834616482276,-6.358277390100739,1.9731455714718322,8.640903878629615,14.183723597511744,56.48272474015175,31.850335684567654,58.98968396538112,14.645488785025009,6.029146881523047,14.668413291828074
-24.656951040000422,-32.83608973248738,-47.81725887933953,-6.878991324821982,8.480432289899,10.037661701471734,9.286065168629648,42.57082036751217,71.96659571015152,45.07614213456782,65.44129687538043,24.3229081350255,-11.067627308476403,55.3135745818272
14.697887669999545,-15.094154252486987,-62.655968559339726,-18.49189454482257,14.286883899899294,17.779597181472127,27.35058129862955,29.02243327751239,32.934337650151974,37.65678729456795,36.08645816538046,21.097101685025336,38.9323726915236,-4.686425418172803
-25.302112330000455,-11.223186502486897,-58.1398395293395,-49.78221712482264,-8.61634190010136,1.3279842814717995,-7.16554773137068,24.828884887511776,28.095627970151327,58.30194858456798,48.02194203538056,41.097101685025336,4.093663011522949,-5.976747998171959
